Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",19,83894.736842,7179.3157895,5856.5789474
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",40,133692.2,17820.7,12798.925
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",41,90424.390244,9145.7560976,6234.0487805
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,178,72493.544944,10067.511236,8312.7865169
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",299,PERIPHERAL VASCULAR DISORDERS WITH MCC,13,67204.461538,11076.615385,9093.6923077
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,18,52083.944444,8035.2777778,5834.1666667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,12,49386.5,6175.5,4376.9166667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,37,71667.378378,9180.1081081,7741.7837838
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,63,63775.666667,6147.8571429,4367.3333333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,40,40860.25,5023.4,2738.35
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,27,61705.111111,6841.4444444,5162.8888889
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,19,103317.15789,16173.631579,12851
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,12,59279.916667,7221.8333333,5773.1666667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,12,145111.83333,15484.666667,11124.666667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",11,209402.45455,34629.727273,33037.090909
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,26,277083.92308,36034.307692,32436.846154
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,33,166525.45455,19290.666667,15477.242424
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,20,114126.75,16758.6,7944.65
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,17,51868.823529,8273.2352941,6211.2941176
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,46,116978.13043,13592.478261,12406.021739
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,68,69348.838235,7769.7205882,6364.4117647
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",388,GASTROINTESTINAL OBSTRUCTION WITH MCC,14,107781.5,13759.142857,12746.285714
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,24,47554.458333,6447,4991.0833333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,15,34977.2,4895.7333333,2953.0666667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",20,67558,11139.95,7674.3
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",71,50633,6406.9859155,4614.8450704
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,20,75564.45,7098,6147.6
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,16,131174.5,16833.75,13796.6875
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,12,110660.33333,13782.916667,10553.5
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,29,62303.482759,7566.3448276,5269.6896552
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",445,DISORDERS OF THE BILIARY TRACT WITH CC,11,84556.636364,8490.1818182,7460.5454545
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,13,227104.23077,24969.692308,20987.615385
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,11,195799.27273,30670.909091,15639.545455
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,20,159343.2,15530.65,11988.55
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,24,242661.29167,22489.75,20666.583333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,60,155150.01667,15609.75,13452.233333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,15,149898.33333,18330.6,14814.333333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",14,181481.42857,20058.714286,14244.5
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,24,148453.625,17115.541667,13217.958333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,15,70058.466667,6089.2,4960.6666667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,21,79347.52381,8803.2380952,6472.6190476
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",552,MEDICAL BACK PROBLEMS WITHOUT MCC,38,66598.868421,9286.4473684,5280.6578947
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",13,64606.769231,6939.2307692,4818
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,32,51721.71875,7126.28125,5223.96875
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",11,104530.72727,12510.727273,11235.181818
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",637,DIABETES WITH MCC,23,86277.391304,10712.608696,8678.9130435
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,23,50257.73913,6822.826087,5216.0869565
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",34,87219.852941,13396.235294,8024.9705882
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",57,53307.017544,6173.1578947,4648.3684211
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",644,ENDOCRINE DISORDERS WITH CC,12,69363.583333,7886.6666667,6478.5833333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,12,210181.5,27228.5,21902.083333
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,21,93823.142857,11195,8733.6190476
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,12,74888.25,9870.9166667,5475.9166667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,18,185088.22222,27651.333333,23790.222222
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,37,117674.54054,12299.108108,9792.0540541
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,76,59389.513158,7284.6710526,5450.9078947
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,54,66103.388889,8957.6481481,7500.537037
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,60,44443.566667,6405.3,4363.8666667
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,70,86335.4,12659.342857,10158.728571
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,25,62433.08,7611.84,6419.4
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",811,RED BLOOD CELL DISORDERS WITH MCC,20,113409.65,11138.4,9137.05
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,21,67385.809524,7249.8095238,4442.6190476
390001,Geisinger Community Medical Center,Scranton,1822 Mulberry Street,42,18510,PA,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",813,COAGULATION DISORDERS,31,106006.32258,12855.387097,10697.935484
