Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",52,44125.596154,15607.153846,13714.846154
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",28,24494.714286,9038.5,7199.2142857
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",37,38442.513514,20816.891892,17247.108108
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",30,24316.366667,12195,8179.8
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,291,32987.62543,12791.250859,10886.886598
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",292,HEART FAILURE AND SHOCK WITH CC,19,22644.631579,8664.4736842,5839.4736842
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",299,PERIPHERAL VASCULAR DISORDERS WITH MCC,18,49911,15572.666667,12480
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,13,33751.615385,11483.692308,9449.2307692
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,20,19370.75,7431.05,5642.35
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,63,33489.603175,12146.174603,9820.0793651
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,63,16771.095238,7655.8412698,5487.8095238
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,52,11711.673077,5935.5,3563.25
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,33,25393.666667,8584.3333333,6475.6060606
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,42,74275.166667,23583.095238,21011.928571
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,14,30778.071429,10399.571429,7254.6428571
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,13,33676.230769,18845.615385,16940.692308
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",11,104220.18182,26402,24198.909091
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,32,147402.46875,47679.25,41743.40625
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,41,93295.317073,23634.463415,20014.804878
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,20,64140.45,17459.05,12820.15
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",336,PERITONEAL ADHESIOLYSIS WITH CC,12,78370.75,20483.666667,17750.666667
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,17,38120.294118,17972.764706,14463
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,11,23341.818182,9786.2727273,8477.6363636
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",374,DIGESTIVE MALIGNANCY WITH MCC,17,57578.235294,20123.823529,17634.470588
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",375,DIGESTIVE MALIGNANCY WITH CC,15,34956.333333,12501,8785.1333333
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,53,42232.981132,16916.150943,15357.54717
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,84,28408.714286,10768.02381,7052.2619048
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",386,INFLAMMATORY BOWEL DISEASE WITH CC,14,30513.642857,10730.642857,7572.3571429
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,24,23683.583333,8878.125,5718.5833333
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,23,16990.304348,6292.173913,3748.8695652
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",31,32579.290323,13582.193548,10064.548387
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",72,16880.013889,8277.7083333,5580.625
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,12,34845.75,15868.166667,13577
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,36,21116.138889,9420.5555556,7498.3055556
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,16,48899.6875,15113.9375,13269.625
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,22,47000.772727,17977.181818,16310.727273
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,15,45689.6,18169.6,14474.4
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",15,86910.266667,28808.6,26682.333333
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",444,DISORDERS OF THE BILIARY TRACT WITH MCC,16,32100.625,15983.25,14203.5625
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",445,DISORDERS OF THE BILIARY TRACT WITH CC,16,32117.375,11406.1875,8439.1875
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,23,257380.78261,75567.73913,73254.826087
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,16,130923.125,47722.3125,42026.375
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,17,108215.64706,34926.705882,28563.764706
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,20,77066.3,33083.15,28548.3
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,16,68311,25458.8125,23617.9375
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,17,64837,20235.705882,14116.058824
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",472,CERVICAL SPINAL FUSION WITH CC,23,91739.217391,28276.304348,23622.130435
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,18,75048.166667,30328,27974.833333
